mlId,movieLabel,year,cast member,country of origin,director,producer,distributed by,film editor,screenwriter,composer
117750,The Real Glory,1939.0,"David Niven, Gary Cooper, Broderick Crawford, Andrea Leeds, Elvira Ríos, Elmo Lincoln, Reginald Owen, Kay Johnson, Vladimir Sokoloff, Henry Kolker, Rudy Robles, Charles Waldron, Russell Hicks, Soledad Jiménez, Tetsu Komai",United States of America,"Archie Mayo, Stuart Heisler, Henry Hathaway","Robert Riskin, Samuel Goldwyn","Netflix, United Artists Corporation",Daniel Mandell,Jo Swerling,Alfred Newman
1178,Paths of Glory,1957.0,"Peter Capell, Kirk Douglas, James B. Harris, Christiane Kubrick, George Macready, Wayne Morris, Adolphe Menjou, Richard Anderson, Timothy Carey, Bert Freed, Jock Stein, Joe Turkel, Rolf Kralovitz, Jerry Hausner, Emile Meyer, Ralph Meeker",United States of America,Stanley Kubrick,James B. Harris,United Artists Corporation,Eva Kroll,"Stanley Kubrick, Calder Willingham, Humphrey Cobb, Jim Thompson",Gerald Fried
117861,Black or White,2014.0,"Anthony Mackie, Indigo, Kevin Costner, Octavia Spencer, Jennifer Ehle, Gillian Jacobs, Bill Burr, David Jensen, André Holland, Mpho Koaho, Paula Newsome",United States of America,Mike Binder,"Kevin Costner, Mike Binder","Good Films, Netflix",Roger Nygard,Mike Binder,Terence Blanchard
117867,'71,2014.0,"Paul Anderson, Martin McCann, Jack O'Connell, Sean Harris, Sam Hazeldine, Killian Scott, Charlie Murphy, Sam Reid, Adam Nagaitis, Babou Ceesay, Barry Keoghan, David Wilmot, Emmet Kirwan, Amy Molloy, Jack Lowden, Liam McMahon, Paul Popplewell, Richard Dormer, Valene Kane",United Kingdom,Yann Demange,"Angus Lamont, Robin Gutch",StudioCanal,Chris Wyatt,Gregory Burke,David Holmes
117871,The Water Diviner,2014.0,"Russell Crowe, Deniz Akdeniz, Olga Kurylenko, Jacqueline McKenzie, Isabel Lucas, Robert Mammone, Jai Courtney, Cem Yılmaz, Yılmaz Erdoğan, Damon Herriman, Ryan Corr, Daniel Wyllie, George Ogilvie, Michael Dorman, Max Benitz, Megan Gale, Steve Bastoni, Salih Kalyon, Özcan Özdemir","United States of America, Australia, Turkey",Russell Crowe,Andrew Mason,Eagle Pictures,Matt Villa,"Andrew Anastasios, Andrew Knight",David Hirschfelder
117881,Still Alice,2014.0,"Alec Baldwin, Kate Bosworth, Julianne Moore, Hunter Parrish, Orlagh Cassidy, Erin Darke, Seth Gilliam, Kristen Stewart, Daniel Gerroll, Shane McRae, Stephen Kunken","United States of America, France, United Kingdom","Wash Westmoreland, Richard Glatzer","James Brown, Lex Lutzus, Pamela Koffler","Netflix, InterCom, Sony Pictures Classics",Nicolas Chaudeurge,"Wash Westmoreland, Richard Glatzer",Ilan Eshkeri
117883,Je préfère qu'on reste amis,2005.0,"Annie Girardot, Lionel Abelanski, François Berland, Jacqueline Staup, Jonathan Lambert, Tatiana Goussef, Thierry Godard, Tilly Mandelbrot, Valentine Varela, Jean-Paul Rouve, Valérie Benguigui, Virginie Caliari, Xavier de Guillebon, Laurent Olmedo, Lise Lamétrie, Lysiane Meis, Mimi Felixine, Mar Sodupe, Michel Winogradoff, Idit Cebula, Isabelle Renauld, Gérard Depardieu, Catherine Hosmalin, Yves Jacques, Élisabeth Vitali, Frédéric Maranber, Jessalyn Wanlim, Tony Gaultier",France,"Olivier Nakache, Éric Toledano",Bruno Chiche,StudioCanal,Dorian Rigal-Ansous,"Olivier Nakache, Éric Toledano",Bruno Coulais
117887,Paddington,2014.0,"Michael Bond, Nicole Kidman, Michael Gambon, Jim Broadbent, Hugh Bonneville, Julie Walters, Sally Hawkins, Imelda Staunton, Matt Lucas, Ben Whishaw, Peter Capaldi, Matt King, Simon Farnaby, Tim Downie, Samuel Joslin, Madeleine Harris","United States of America, United Kingdom, France",Paul King,"David Heyman, Harvey Weinstein, Bob Weinstein",StudioCanal,Mark Everson,Michael Bond,John Williams
117893,Jessabelle,2014.0,"Larisa Oleynik, Ana de la Reguera, David Andrews, Amber Stevens, Joelle Carter, Chris Ellis, Mark Webber, Brian Hallisay, Sarah Snook",United States of America,Kevin Greutert,Jason Blum,"Lionsgate, Fórum Hungary",Kevin Greutert,Ben Garant,Anton Sanko
117895,Maze Runner: The Scorch Trials,2015.0,"Kaya Scodelario, Lili Taylor, Thomas Brodie-Sangster, Barry Pepper, Aidan Gillen, Patricia Clarkson, Dylan O'Brien, Alan Tudyk, Rosa Salazar, Giancarlo Esposito, Ben Pronsky, Nathalie Emmanuel, Keith Jardine, Jacob Lofland, Tatanka Means, Alexander Flores, Ki-hong Lee, Katherine McNamara, Dexter Darden",United States of America,Wes Ball,Wyck Godfrey,"InterCom, Netflix",Don Zimmerman,T.S. Nowlin,John Paesano
1179,The Grifters,1990.0,"Steve Buscemi, Martin Scorsese, Annette Bening, Sandy Baron, Juliet Landau, Pat Hingle, John Cusack, Anjelica Huston, Paul Adelstein, Jeremy Piven, Frances Bay, Charles Napier, J. T. Walsh, Xander Berkeley, Stephen Tobolowsky, Gailard Sartain, Jeff Perry, Jon Gries, Henry Jones, Gregory Sporleder, Micole Mercurio, Lou Hancock, Michael Laskin, Richard Holden, Eddie Jones",United States of America,Stephen Frears,"Martin Scorsese, Robert A. Harris","Miramax, Netflix",Mick Audsley,Donald E. Westlake,Elmer Bernstein
117903,Dirigible,1931.0,"Boris Karloff, Fay Wray, Selmer Jackson, Bess Flowers, Harold Goodwin, Hobart Bosworth, Roscoe Karns, Alan Roscoe, Clarence Muse, Harold Goodwin, Ralph Graves, Richard Alexander, Eddie Kane, Edward Hearn, George ""Gabby"" Hayes, Jack Holt",United States of America,Frank Capra,Harry Cohn,Columbia Pictures,Joseph Walker,"Jo Swerling, Frank Wead",Constantin Bakaleinikoff
117977,The Magnet,1950.0,"James Fox, Kay Walsh, Stephen Murray",United Kingdom,Charles Frend,Michael Balcon,General Film Distributors,Bernard Gribble,T. E. B. Clarke,William Alwyn
117989,The Story of Robin Hood and His Merrie Men,1952.0,"James Robertson Justice, Joan Rice, Richard Todd, Martita Hunt, Peter Finch, Bill Travers, Michael Hordern, James Hayter, Reginald Tate, Patrick Barr, Clement McCallin, Elton Hayes, Anthony Eustrel, Anthony Forwood, Archie Duncan, Julian Somers, John Stamp, John Brooking, Bill Owen, Louise Hampton, Hubert Gregg, David Davies, Jack Taylor, Ewen Solon, Geoffrey Lumsden, Ivan Craig, Hal Osmond, Richard Graydon, John Martin, Larry Mooney, John French, Nigel Neilson, Charles Perry","United States of America, United Kingdom",Ken Annakin,"Walt Disney, Percival C. Pearce","RKO Pictures, Netflix, Disney+, Vudu",Gordon Pilkington,Lawrence Edward Watkin,Clifton Parker
117997,The Sword and the Rose,1953.0,"James Robertson Justice, Glynis Johns, Gérard Oury, Anthony Sharp, Michael Gough, Richard Todd, Peter Copley, Jean Mercure, Robert Le Béal, Rosalie Crutchley, D. A. Clarke-Smith, Ernest Jay, Patrick Cargill, Bryan Coleman, Fernand Fabre, Jane Barrett, John Vere, Philip Lennard, Helen Goss, Phillip Glasier, Gaston Richer, Richard Molinas",United States of America,Ken Annakin,"Walt Disney, Percival C. Pearce",RKO Pictures,Gerald Thomas,Lawrence Edward Watkin,Clifton Parker
117999,"Rob Roy, the Highland Rogue",1954.0,"Eric Pohlmann, James Robertson Justice, Glynis Johns, Michael Gough, Richard Todd, Geoffrey Keen, Ian MacNaughton, Finlay Currie, May Hallatt, Marjorie Fielding, Malcolm Keen, Archie Duncan, David Keir, Michael Goodliffe, Martin Boddey, Hamilton Keene, Jean Taylor Smith, Ewen Solon, Henry Hewitt, Russell Waters, Ina De La Haye, James Sutherland, Ted Follows","United States of America, United Kingdom",Harold French,Percival C. Pearce,RKO Pictures,Geoffrey Foot,Lawrence Edward Watkin,Cedric Thorpe Davie
1180,Hear My Song,1991.0,"Ned Beatty, Tara Fitzgerald, David McCallum, Norman D. Vaughan, Shirley Anne Field, James Nesbitt, Rúaidhrí Conroy, Adrian Dunbar, Frank Kelly, William Hootkins, Stephen Marcus",United Kingdom,Peter Chelsom,Alison Owen,"Miramax, Netflix",Martin Walsh,"Peter Chelsom, Adrian Dunbar",John Altman
118006,Doctor at Sea,1955.0,"Noel Purcell, James Robertson Justice, Brigitte Bardot, Dirk Bogarde, Joan Hickson, Brenda De Banzie, Joan Sims, Geoffrey Keen, Maurice Denham, George Coulouris, Michael Medwin, Raymond Huntley, James Kenney",United Kingdom,Ralph Thomas,Betty Box,"Netflix, Rank Organisation",Frederick Wilson,"Jack Davies, Richard Gordon, Nicholas Phipps",Edmund Crispin
118010,Storm Over the Nile,1956.0,"Roger Delgado, Michael Hordern, Anthony Steel, Laurence Harvey, Christopher Lee, James Robertson Justice, Jack Lambert, Ferdy Mayne, Mary Ure, Ian Carmichael, Geoffrey Keen, Frank Singuineau, Raymond Francis, Ronald Lewis, Vincent Holman, Ben Williams, Avis Scott",United Kingdom,"Zoltan Korda, Terence Young",Zoltan Korda,British Lion Films,Raymond Poulton,R. C. Sherriff,Benjamin Frankel
118013,The Iron Petticoat,1956.0,"Bob Hope, James Robertson Justice, Katharine Hepburn, Richard Wattis, David Kossoff, Robert Helpmann","United States of America, United Kingdom",Ralph Thomas,"Harry Saltzman, Betty Box",John and James Woolf,Frederick Wilson,"Ben Hecht, Harry Saltzman",Benjamin Frankel
118023,Orders to Kill,1958.0,"Lillian Gish, Irene Worth, James Robertson Justice, Eddie Albert, John Crawford, Lionel Jeffries, Paul Massie, Philip Bond",United Kingdom,Anthony Asquith,Anthony Havelock-Allan,"Netflix, British Lion Films",Gordon Hales,Paul Dehn,Benjamin Frankel
118025,Upstairs and Downstairs,1959.0,"Claudia Cardinale, James Robertson Justice, Barbara Steele, Mylène Demongeot, Joan Sims, Michael Craig, Shirley Anne Field, Susan Hampshire, Oliver Reed, Margalo Gillmore, Anne Heywood, Joan Hickson, Barbara Everest, Jean Cadell, Nicholas Phipps, Daniel Massey",United Kingdom,Ralph Thomas,Betty Box,Rank Organisation,Alfred Roome,"Frank Harvey, Frank Harvey",Phil Green
118050,Doctor in Clover,1966.0,"James Robertson Justice, Joan Sims, Leslie Phillips, Arthur Haynes, Shirley Anne Field, John Fraser, Fenella Fielding",United Kingdom,Ralph Thomas,Betty Box,Rank Organisation,Alfred Roome,Jack Davies,John Scott
118052,The Trygon Factor,1966.0,"James Robertson Justice, Siegfried Schürenberg, Brigitte Horney, Eddi Arent, Stewart Granger, Cathleen Nesbitt, Susan Hampshire, Robert Morley, Colin Gordon, Sophie Hardy, Allan Cuthbertson, Diane Clare, Caroline Blakiston, James Culliford","United Kingdom, West Germany",Cyril Frankel,Horst Wendlandt,General Film Distributors,Oswald Hafenrichter,Derry Quinn,Peter Thomas
118250,Survival Quest,1988.0,"Steve Antin, Paul Provenza, Catherine Keener, Traci Lind, Reggie Bannister, Lance Henriksen, Dermot Mulroney, Brooke Bundy, Mark Rolston, Ben Hammer",United States of America,Don Coscarelli,Roberto A. Quezada,Metro-Goldwyn-Mayer,Don Coscarelli,Don Coscarelli,Fred Myrow
118266,Norwegian Ninja,2010.0,"Amund Maarud, Dean-Erik Andersen, Henrik Horge, Terje Strømdahl, Emil Johnsen, Kristoffer Jørgensen, Øyvind Venstad Kjeksrud, Linn Stokke, Henny Moan, Emil Stang Lund, Jon Øigarden, Mads Ousdal, Trond-Viggo Torgersen",Norway,Thomas Cappelen Malling,Eric Vogel,"Netflix, Euforia Film",Simen Gengenbach,Thomas Cappelen Malling,Gaute Tønder
1183,The English Patient,1996.0,"Juliette Binoche, Jürgen Prochnow, Ralph Fiennes, Willem Dafoe, Naveen Andrews, Kristin Scott Thomas, Hichem Rostom, Geordie Johnson, Colin Firth, Torri Higginson, Kevin Whately, Peter Rühring, Liisa Repo-Martell, Nino Castelnuovo, Clive Merrison, Julian Wadham","United Kingdom, United States of America",Anthony Minghella,Saul Zaentz,"Miramax, Vudu",Walter Murch,"Anthony Minghella, Michael Ondaatje",Gabriel Yared
118324,Lobos de Arga,2011.0,"Secundino de la Rosa Márquez, Mabel Rivera, Manuel Manquiña, Carlos Areces Maqueda, Gorka Otxoa",Spain,Juan Martínez Moreno,Tomás Cimadevilla,ADS Service,Nacho Ruiz Capillas,Juan Martínez Moreno,Sergio Moure de Oteyza
118354,Kill the Messenger,2014.0,"Jeremy Renner, Richard Nixon, John Kerry, Rhoda Griffis, Michael Sheen, Paz Vega, Rosemarie DeWitt, Ray Liotta, Jimmy Carter, Robert Patrick, Andy Garcia, Mary Elizabeth Winstead, Gil Bellows, Barry Pepper, Joshua Close, Dan Futterman, Oliver Platt, Richard Schiff, Susan Walters, Robert Pralgo, Jena Sims, Brett Rice, Michael K. Williams, Lucas Hedges, Tim Blake Nelson, Yul Vazquez, Steve Coulter, E. Roger Mitchell, Matt Lintz",United States of America,Michael Cuesta,"Jeremy Renner, Michael Taccetta, Scott Stuber","Focus Features, Big Bang Media",Brian A. Kates,"Gary Webb, Peter Landesman",Nathan Johnson
118390,Such a Gorgeous Kid Like Me,1972.0,"Philippe Léotard, Bernadette Lafont, François Truffaut, André Dussollier, Claude Brasseur, Jean-Loup Dabadie, Anne Kreis, Gaston Ouvrard, Gilberte Géniat, Marcel Berbert, Martine Ferrière, Michel Delahaye, Charles Denner, Guy Marchand",France,François Truffaut,Marcel Berbert,Columbia Pictures,Martine Barraqué,"François Truffaut, Jean-Loup Dabadie",Georges Delerue
1184,Mediterraneo,1991.0,"Diego Abatantuono, Vana Barba, Claudio Bigagli, Irene Grazioli, Antonio Catania, Giuseppe Cederna, Claudio Bisio, Gigio Alberti, Ugo Conti, Luigi Montini, Ugo Conti",Italy,Gabriele Salvatores,"Silvio Berlusconi, Mario Cecchi Gori, Vittorio Cecchi Gori, Gianni Minervini","Miramax, Netflix",Nino Baragli,Enzo Monteleone,Giancarlo Bigazzi
118460,Sallah Shabati,1964.0,"Gila Almagor, Arik Einstein, Chaim Topol, Zaharira Harifai",Israel,Ephraim Kishon,Menahem Golan,Netflix,Roberto Cinquini,Ephraim Kishon,Yohanan Zarai
118472,"Texas, Adios",1966.0,"Livio Lorenzon, Elisa Montés, José Suárez, Franco Nero, José Guardiola, Hugo Blanco Galiasso, Alberto Dell’Acqua, Gino Pernice, Luigi Pistilli, Giovanni Ivan Scratuglia, Mario Novelli","Spain, Italy",Ferdinando Baldi,Manolo Bolognini,"Netflix, Euro International Film",Sergio Montanari,"Ferdinando Baldi, Franco Rossetti",Antón García Abril
118520,Between Miracles,1972.0,"Mariangela Melato, Paola Borboni, Enzo Cannavale, Mario Scaccia, Lionel Stander, Delia Boccardo, Gianni Rizzo, Nino Manfredi, Tano Cimarosa, Fiammetta Baralla, Alfredo Bianchini, Aristide Caporale, Véronique Vendell, Fausto Tozzi, Gastone Pescucci, Luigi Uzzo, Rosita Toros",Italy,Nino Manfredi,Angelo Rizzoli,Cineriz,Alberto Gallitti,"Luigi Magni, Nino Manfredi, Leonardo Benvenuti, Piero De Bernardi",Guido De Angelis
118576,Shy People,1987.0,"Martha Plimpton, Jill Clayburgh, Barbara Hershey, Mare Winningham, Merritt Butrick, Pruitt Taylor Vince",United States of America,Andrei Konchalovsky,"Menahem Golan, Yoram Globus",The Cannon Group,Alain Jakubowicz,"Andrei Konchalovsky, Gérard Brach",Edgar Froese
1186,"Sex, Lies, and Videotape",1989.0,"Andie MacDowell, Peter Gallagher, Steven Brill, Laura San Giacomo, Ron Vawter, James Spader",United States of America,Steven Soderbergh,Robert Newmyer,"Netflix, Miramax",Steven Soderbergh,Steven Soderbergh,Cliff Martinez
118690,Eight Iron Men,1952.0,"Lee Marvin, Richard Kiley, Nick Dennis, Arthur Franz, Dickie Moore, Robert Nichols, Barney Phillips, Bonar Colleano, James Griffith",United States of America,Edward Dmytryk,Stanley Kramer,Columbia Pictures,Aaron Stell,Harry Brown,Leith Stevens
118696,The Hobbit: The Battle of the Five Armies,2014.0,"Orlando Bloom, Hugo Weaving, Cate Blanchett, Evangeline Lilly, Ian McKellen, Richard Armitage, Christopher Lee, Stephen Fry, Debra Wilson, Billy Connolly, Martin Freeman, Ian Holm, Lee Pace, Dean O'Gorman, Adam Brown, Aidan Turner, Benedict Cumberbatch, Manu Bennett, Sylvester McCoy, James Nesbitt, Mikael Persbrandt, Luke Evans, Ken Stott, Bret McKenzie, Jed Brophy, Graham McTavish, Stephen Hunter, Lawrence Makoare, Mark Hadlow, Peter Hambleton, Ryan Gage, William Kircher, John Callen, Chris Reilly","United States of America, New Zealand",Peter Jackson,"Peter Jackson, Fran Walsh, Carolynne Cunningham, Mark Ordesky","Warner Bros., Fórum Hungary, Netflix",Jabez Olssen,"Peter Jackson, Philippa Boyens, Fran Walsh, Guillermo del Toro",Howard Shore
118700,Selma,2014.0,"David Oyelowo, Tim Roth, Tom Wilkinson","United States of America, United Kingdom",Ava DuVernay,"Oprah Winfrey, Christian Colson, Dede Gardner, Jeremy Kleiner","Netflix, Paramount Pictures",Spencer Averick,Paul Webb,Jason Moran
118702,Unbroken,2014.0,"Luke Treadaway, Morgan Griffin, Garrett Hedlund, Domhnall Gleeson, Miyavi, Jai Courtney, Jack O'Connell, Vincenzo Amato, Alex Russell, David Roberts, Anthony Phelan, Jordan Patrick Smith, John Magaro, Finn Wittrock, Louis McIntosh, Spencer Lofranco, Tom Hobbs, Sandy Winton, Stephen Stanton, John D'Leo, C.J. Valleroy",United States of America,Angelina Jolie,"Angelina Jolie, Erwin Stoff","Universal Pictures, Netflix, UIP-Dunafilm","Tim Squyres, William Goldenberg","Richard LaGravenese, William Nicholson, Joel Coen, Ethan Coen",Alexandre Desplat
118706,Black Sea,2015.0,"Sergei Puskepalis, Jude Law, Jodie Whittaker, Konstantin Khabensky, Scoot McNairy, Grigoriy Dobrygin, Dennis Kelly, Kevin Macdonald, Ben Mendelsohn, Tobias Menzies, Sergey Veksler, Karl Davies, Sergey Kolesnikov, Daniel Ryan, David Threlfall, Michael Smiley, Denis Khoroshko, Bobby Schofield","United States of America, United Kingdom, Russia",Kevin Macdonald,Kevin Macdonald,Focus Features,Justine Wright,Dennis Kelly,Ilan Eshkeri
118734,Zorro,1975.0,"Alain Delon, Adriana Asti, Ottavia Piccolo, Giacomo Rossi-Stuart, Giampiero Albertini, Tito García, Yvan Chiffre, Enzo Cerusico, Marino Masè, Stanley Baker, Moustache, José Riesgo","Italy, France",Duccio Tessari,Luciano Martino,Netflix,Mario Morra,Giorgio Arlorio,Guido and Maurizio De Angelis
118736,Puzzle,1974.0,"Senta Berger, Manfred Freyberger, Françoise Giret, Jacqueline Duc, Anita Strindberg, Umberto Orsini, Carla Mancini, Bruno Corazzari, Luc Merenda, Tom Felleghy, Alain Chevallier, Rosario Borelli",Italy,Duccio Tessari,Luciano Martino,Titanus,Mario Morra,Ernesto Gastaldi,Gianni Ferrio
118738,Three Tough Guys,1974.0,"Walter Scott, Isaac Hayes, William Berger, Lorella De Luca, Lino Ventura, Paula Kelly, Luciano Salce, Claudio Ruffini, Romano Puppo, Fred Williamson, Jacques Herlin, Vittorio Sanipoli, Robert Lee Minor, Jess Hahn, Guido Leontini, Mario Erpichini","Italy, United States of America, France",Duccio Tessari,Dino De Laurentiis,Paramount Pictures,Mario Morra,"Luciano Vincenzoni, Nicola Badalucco",Isaac Hayes
118744,Sundance and the Kid,1969.0,"Dan van Husen, Álvaro de Luna Blanco, Giuliano Gemma, George Rigaud, Antonio Casas, Nino Benvenuti, Rafael Albaicín, Cris Huerta, Sydne Rome, Víctor Israel, Brizio Montinaro, José Canalejas, Luis Barboo","Spain, Italy",Duccio Tessari,Ennio Flaiano,Film Ventures International,Mario Morra,"Ennio Flaiano, Duccio Tessari",Gianni Ferrio
118748,Sons of Satan,1968.0,"Rita Hayworth, Dan van Husen, Klaus Kinski, Claudine Auger, Margaret Lee, Giuliano Gemma, Serge Marquand, Lorenzo Robledo, Detlef Uhle, Antonio Mayáns, Mirella Pamphili, Luis Barboo, Umberto Raho","Italy, France, Germany",Duccio Tessari,Turi Vasile,Warner Bros.-Seven Arts,Mario Morra,"Duccio Tessari, Mario Di Nardo, Marion Parsonnet, Ennio de Concini",Michel Magne
118760,The Good Lie,2014.0,"Corey Stoll, Reese Witherspoon, Afemo Omilami, Mike Pniewski, Emmanuel Jal, Sarah Baker, Maria Howell, Femi Oguns, Ger Duany, Thad Luckinbill","Kenya, United States of America, India",Philippe Falardeau,"Brian Grazer, Ron Howard, Thad Luckinbill, Karen Kehela Sherwood, Molly Smith, Trent Luckinbill","Netflix, Warner Bros.",Richard Comeau,Margaret Nagle,Martin Léon
118778,The Baby Maker,1970.0,"Scott Glenn, Barbara Hershey, Collin Wilcox, Jeannie Berlin, Madge Kennedy, Bobby Pickett",United States of America,James Bridges,Jack Larson,National General Pictures,Walter A. Thompson,James Bridges,Fred Karlin
118786,Comin' at Ya!,1981.0,"Victoria Abril, Goffredo Unger, Gene Quintano, Ricardo Palacios, Joaquín Gómez, Tony Anthony","Spain, United States of America, Italy",Ferdinando Baldi,Tony Anthony,Filmways,Franco Fraticelli,"Gene Quintano, Lloyd Battista",Carlo Savina
1188,Strictly Ballroom,1992.0,"Paul Mercurio, Lauren Hewett, Gia Carides, Tara Morice, Barry Otto, Bill Hunter",Australia,Baz Luhrmann,Ted Albert,"20th Century Studios, Netflix",Jill Bilcock,"Baz Luhrmann, Andrew Bovell, Craig Pearce",David Hirschfelder
118868,Somewhere in the Night,1946.0,"Fritz Kortner, Whit Bissell, Lloyd Nolan, John Ireland, Harry Morgan, Jeff Corey, Jim Davis, Josephine Hutchinson, Richard Conte, John Russell, John Hodiak, Sheldon Leonard, Philip Van Zandt, Clancy Cooper, Nancy Guild, Houseley Stevenson, Fred Aldrich",United States of America,Joseph L. Mankiewicz,Anderson Lawler,"20th Century Studios, Netflix",James B. Clark,"Joseph L. Mankiewicz, Howard Dimsdale",David Buttolph
