ID	__name__	released	starring	originating from	directed by	produced by	distributed by	edited by	screenwriter	music by	probes_0	probes_1
115518	The Mummy's Shroud	1967	Elizabeth Sellars	United Kingdom	John Gilling	Michael Carreras	Associated British Picture Corporation	Chris Barnes	John Gilling	Don Banks	The Mummy's Shroud is a movie, of the genre <mask>.	The Mummy's Shroud is a movie, released 1967, of the genre <mask>.
115531	Violette Nozière	1978	Isabelle Huppert	France	Claude Chabrol	Denis Héroux	Netflix	Yves Langlois	Claude Chabrol	Pierre Jansen	Violette Nozière is a movie, of the genre <mask>.	Violette Nozière is a movie, released 1978, of the genre <mask>.
115569	Nightcrawler	2014	Bill Paxton	United States of America	Dan Gilroy	Jake Gyllenhaal	Netflix	John Gilroy	Dan Gilroy	James Newton Howard	Nightcrawler is a movie, of the genre <mask>.	Nightcrawler is a movie, released 2014, of the genre <mask>.
115692	Blindfold	1965	Rock Hudson	United States of America	Philip Dunne	Robert Arthur	Universal Pictures	Ted J. Kent	Philip Dunne	Lalo Schifrin	Blindfold is a movie, of the genre <mask>.	Blindfold is a movie, released 1965, of the genre <mask>.
115713	Ex Machina	2015	Domhnall Gleeson	United Kingdom	Alex Garland	Andrew Macdonald	Universal Pictures	Mark Day	Alex Garland	Geoff Barrow	Ex Machina is a movie, of the genre <mask>.	Ex Machina is a movie, released 2015, of the genre <mask>.
115752	Thief of Damascus	1952	Paul Henreid	United States of America	John Rawlins	Sam Katzman	Columbia Pictures	William Lyon	Robert E. Kent	John Leipold	Thief of Damascus is a movie, of the genre <mask>.	Thief of Damascus is a movie, released 1952, of the genre <mask>.
115779	Great Guns	1941	Mae Marsh	United States of America	Monty Banks	Sol M. Wurtzel	Netflix	Alfred DeGaetano	Lou Breslow	David Buttolph	Great Guns is a movie, of the genre <mask>.	Great Guns is a movie, released 1941, of the genre <mask>.
115824	Mr. Turner	2014	Tom Wlaschiha	France	Mike Leigh	Georgina Lowe	BiM Distribuzione	Jon Gregory	Mike Leigh	Gary Yershon	Mr. Turner is a movie, of the genre <mask>.	Mr. Turner is a movie, released 2014, of the genre <mask>.
115864	Hue and Cry	1947	Harry Fowler	United Kingdom	Charles Crichton	Michael Balcon	Netflix	Charles Hasse	T. E. B. Clarke	Georges Auric	Hue and Cry is a movie, of the genre <mask>.	Hue and Cry is a movie, released 1947, of the genre <mask>.
115903	Young Goethe in Love	2011	Moritz Bleibtreu	Germany	Philipp Stölzl	Christoph Müller	Warner Bros.	Sven Budelmann	Philipp Stölzl	Ingo Ludwig Frenzel	Young Goethe in Love is a movie, of the genre <mask>.	Young Goethe in Love is a movie, released 2011, of the genre <mask>.
115973	Haider	2014	Tabu	India	Vishal Bhardwaj	Vishal Bhardwaj	Netflix	Aarif Sheikh	Basharat Peer	Vishal Bhardwaj	Haider is a movie, of the genre <mask>.	Haider is a movie, released 2014, of the genre <mask>.
115998	Schutzengel	2012	Til Schweiger	Germany	Til Schweiger	Til Schweiger	Netflix	Constantin von Seld	Til Schweiger	Martin Todsharow	Schutzengel is a movie, of the genre <mask>.	Schutzengel is a movie, released 2012, of the genre <mask>.
116012	The Young Savages	1961	Telly Savalas	United States of America	John Frankenheimer	Harold Hecht	United Artists Corporation	Eda Warren	Edward Anhalt	David Amram	The Young Savages is a movie, of the genre <mask>.	The Young Savages is a movie, released 1961, of the genre <mask>.
116036	Children of the Corn: Revelation	2001	Crystal Lowe	United States of America	Guy Magar	Joel Soisson	Dimension Films	Kirk M. Morri	Stephen King	Stephen Edwards	Children of the Corn: Revelation is a movie, of the genre <mask>.	Children of the Corn: Revelation is a movie, released 2001, of the genre <mask>.
116060	Code Name: Emerald	1985	Patrick Stewart	United States of America	Jonathan Sanger	Martin Starger	Metro-Goldwyn-Mayer	Stu Linder	Ronald Bass	John Addison	Code Name: Emerald is a movie, of the genre <mask>.	Code Name: Emerald is a movie, released 1985, of the genre <mask>.
116080	Torture Garden	1967	John Phillips	United Kingdom	Freddie Francis	Max Rosenberg	Columbia Pictures	Peter Elliott	Robert Bloch	Don Banks	Torture Garden is a movie, of the genre <mask>.	Torture Garden is a movie, released 1967, of the genre <mask>.
1161	The Tin Drum	1979	Charles Aznavour	Germany	Volker Schlöndorff	Franz Seitz Jr.	United Artists Corporation	Suzanne Baron	Günter Grass	Maurice Jarre	The Tin Drum is a movie, of the genre <mask>.	The Tin Drum is a movie, released 1979, of the genre <mask>.
116134	Coney Island	1943	Betty Grable	United States of America	Walter Lang	William Perlberg	20th Century Studios	Robert L. Simpson	George Seaton	Alfred Newman	Coney Island is a movie, of the genre <mask>.	Coney Island is a movie, released 1943, of the genre <mask>.
116161	Foxcatcher	2014	Mark Ruffalo	United States of America	Bennett Miller	Jon Kilik	InterCom	Stuart Levy	Dan Futterman	Mychael Danna	Foxcatcher is a movie, of the genre <mask>.	Foxcatcher is a movie, released 2014, of the genre <mask>.
116181	The Princess Comes Across	1936	Sig Ruman	United States of America	William K. Howard	Arthur Hornblow	Paramount Pictures	Paul Weatherwax	Billy Wilder	Phil Boutelje	The Princess Comes Across is a movie, of the genre <mask>.	The Princess Comes Across is a movie, released 1936, of the genre <mask>.
116183	It's Love I'm After	1937	Bette Davis	United States of America	Archie Mayo	Harry Joe Brown	Warner Bros.	Owen Marks	Casey Robinson	Heinz Eric Roemheld	It's Love I'm After is a movie, of the genre <mask>.	It's Love I'm After is a movie, released 1937, of the genre <mask>.
116193	Two-Faced Woman	1941	Greta Garbo	United States of America	George Cukor	Gottfried Reinhardt	Metro-Goldwyn-Mayer	George Boemler	Salka Viertel	Bronisław Kaper	Two-Faced Woman is a movie, of the genre <mask>.	Two-Faced Woman is a movie, released 1941, of the genre <mask>.
1162	The Ruling Class	1972	Peter O'Toole	United Kingdom	Peter Medak	Jack Hawkins	United Artists Corporation	Ray Lovejoy	Peter Barnes	John Cameron	The Ruling Class is a movie, of the genre <mask>.	The Ruling Class is a movie, released 1972, of the genre <mask>.
116203	The Last Journey	1936	Godfrey Tearle	United Kingdom	Bernard Vorhaus	Julius Hagen	Twickenham Film Studios	Lister Laurance	H. Fowler Mear	William Trytel	The Last Journey is a movie, of the genre <mask>.	The Last Journey is a movie, released 1936, of the genre <mask>.
116211	The Sign of Four	1932	Miles Malleson	United Kingdom	Graham Cutts	Basil Dean	RKO Pictures	Otto Ludwig	W. P. Lipscomb	Ernest Irving	The Sign of Four is a movie, of the genre <mask>.	The Sign of Four is a movie, released 1932, of the genre <mask>.
116213	Walking with Dinosaurs	2013	Karl Urban	United States of America	Barry Cook	Mike Devlin	20th Century Studios	John Carnochan	John Collee	Paul Leonard-Morgan	Walking with Dinosaurs is a movie, of the genre <mask>.	Walking with Dinosaurs is a movie, released 2013, of the genre <mask>.
116289	Crime and Punishment	1983	Esko Nikkari	Finland	Aki Kaurismäki	Mika Kaurismäki	Finnkino	Veikko Aaltonen	Aki Kaurismäki	Dmitri Shostakovich	Crime and Punishment is a movie, of the genre <mask>.	Crime and Punishment is a movie, released 1983, of the genre <mask>.
116307	You're Not You	2014	Julian McMahon	United States of America	George C. Wolfe	Hilary Swank	Entertainment One	Jeffrey John Wolf	Shana Feste	Jeanine Tesori	You're Not You is a movie, of the genre <mask>.	You're Not You is a movie, released 2014, of the genre <mask>.
116311	Crisis	1950	Cary Grant	United States of America	Richard Brooks	Arthur Freed	Metro-Goldwyn-Mayer	Robert J. Kern	Richard Brooks	Miklós Rózsa	Crisis is a movie, of the genre <mask>.	Crisis is a movie, released 1950, of the genre <mask>.
116321	"Cry ""Havoc"""	1943	Fay Bainter	United States of America	Richard Thorpe	Edwin H. Knopf	Metro-Goldwyn-Mayer	Ralph E. Winters	Paul Osborn	Daniele Amfitheatrof	"Cry ""Havoc"" is a movie, of the genre <mask>."	"Cry ""Havoc"" is a movie, released 1943, of the genre <mask>."
116323	Cry of the City	1948	Shelley Winters	United States of America	Robert Siodmak	Sol C. Siegel	20th Century Studios	Harmon Jones	Richard Murphy	Alfred Newman	Cry of the City is a movie, of the genre <mask>.	Cry of the City is a movie, released 1948, of the genre <mask>.
116339	Cynthia	1947	Mary Astor	United States of America	Robert Z. Leonard	Edwin H. Knopf	Metro-Goldwyn-Mayer	Cotton Warburton	Buster Keaton	Bronisław Kaper	Cynthia is a movie, of the genre <mask>.	Cynthia is a movie, released 1947, of the genre <mask>.
116349	Dangerous Mission	1954	Victor Mature	United States of America	Louis King	Irwin Allen	RKO Pictures	Frederic Knudtson	W. R. Burnett	Roy Webb	Dangerous Mission is a movie, of the genre <mask>.	Dangerous Mission is a movie, released 1954, of the genre <mask>.
1164	Two or Three Things I Know About Her	1967	Juliet Berto	Italy	Jean-Luc Godard	Anatole Dauman	Netflix	Françoise Collin	Jean-Luc Godard	Ludwig van Beethoven	Two or Three Things I Know About Her is a movie, of the genre <mask>.	Two or Three Things I Know About Her is a movie, released 1967, of the genre <mask>.
116401	Strawberry Wine	2009	Maciej Stuhr	Poland	Dariusz Jabłoński	Dariusz Jabłoński	Gutek Film	Krzysztof Szpetmański	Andrzej Stasiuk	Michał Lorenc	Strawberry Wine is a movie, of the genre <mask>.	Strawberry Wine is a movie, released 2009, of the genre <mask>.
116427	Air Raid Wardens	1943	William Tannen	United States of America	Edward Sedgwick	B. F. Zeidman	Netflix	Cotton Warburton	Charley Rogers	Nathaniel Shilkret	Air Raid Wardens is a movie, of the genre <mask>.	Air Raid Wardens is a movie, released 1943, of the genre <mask>.
116457	Hearts Divided	1936	George Irving	United States of America	Frank Borzage	Marion Davies	Warner Bros.	William Holmes	Casey Robinson	Erich Wolfgang Korngold	Hearts Divided is a movie, of the genre <mask>.	Hearts Divided is a movie, released 1936, of the genre <mask>.
116537	Shipmates Forever	1935	Dick Powell	United States of America	Frank Borzage	Frank Borzage	Warner Bros.	William Holmes	Delmer Daves	Bernhard Kaun	Shipmates Forever is a movie, of the genre <mask>.	Shipmates Forever is a movie, released 1935, of the genre <mask>.
116547	Soldier of Fortune	1955	Clark Gable	United States of America	Edward Dmytryk	Buddy Adler	20th Century Studios	Dorothy Spencer	Ernest K. Gann	Hugo Friedhofer	Soldier of Fortune is a movie, of the genre <mask>.	Soldier of Fortune is a movie, released 1955, of the genre <mask>.
116560	The Secret Invasion	1964	Stewart Granger	United States of America	Roger Corman	Gene Corman	United Artists Corporation	Ronald Sinclair	Robert Wright Campbell	Hugo Friedhofer	The Secret Invasion is a movie, of the genre <mask>.	The Secret Invasion is a movie, released 1964, of the genre <mask>.
116562	The Sweet Ride	1968	Jacqueline Bisset	United States of America	Harvey Hart	Joe Pasternak	20th Century Studios	Philip W. Anderson	Tom Mankiewicz	Pete Rugolo	The Sweet Ride is a movie, of the genre <mask>.	The Sweet Ride is a movie, released 1968, of the genre <mask>.
116568	Young Tom Edison	1940	George Bancroft	United States of America	Norman Taurog	John W. Considine Jr.	Metro-Goldwyn-Mayer	Elmo Veron	Dore Schary	Edward Ward	Young Tom Edison is a movie, of the genre <mask>.	Young Tom Edison is a movie, released 1940, of the genre <mask>.
116600	Do Not Disturb	1965	Leon Askin	United States of America	George Marshall	Aaron Rosenberg	20th Century Studios	Robert L. Simpson	Richard L. Breen	Lionel Newman	Do Not Disturb is a movie, of the genre <mask>.	Do Not Disturb is a movie, released 1965, of the genre <mask>.
116660	Freier Fall	2013	Max Riemelt	Germany	Stephan Lacant	Christoph Holthof-Keim	KMBO	Monika Schindler	Stephan Lacant	Dürbeck & Dohmen	Freier Fall is a movie, of the genre <mask>.	Freier Fall is a movie, released 2013, of the genre <mask>.
116710	Young Man with a Horn	1950	Louis Armstrong	United States of America	Michael Curtiz	Jerry Wald	Warner Bros.	Alan Crosland	Carl Foreman	Ray Heindorf	Young Man with a Horn is a movie, of the genre <mask>.	Young Man with a Horn is a movie, released 1950, of the genre <mask>.
116736	Deadfall	1968	Giovanna Ralli	United Kingdom	Bryan Forbes	Paul Monash	20th Century Studios	John Jympson	Desmond Cory	John Barry	Deadfall is a movie, of the genre <mask>.	Deadfall is a movie, released 1968, of the genre <mask>.
116742	Secret	2007	Anthony Wong	Taiwan	Jay Chou	William Kong	Netflix	Cheung Ka-fai	Jay Chou	Jay Chou	Secret is a movie, of the genre <mask>.	Secret is a movie, released 2007, of the genre <mask>.
116750	Deadline at Dawn	1946	Paul Lukas	United States of America	Harold Clurman	Adrian Scott	RKO Pictures	Roland Gross	Clifford Odets	Hanns Eisler	Deadline at Dawn is a movie, of the genre <mask>.	Deadline at Dawn is a movie, released 1946, of the genre <mask>.
116754	Dear Brigitte	1965	Brigitte Bardot	United States of America	Henry Koster	Henry Koster	20th Century Studios	Marjorie Fowler	Nunnally Johnson	George Duning	Dear Brigitte is a movie, of the genre <mask>.	Dear Brigitte is a movie, released 1965, of the genre <mask>.
116781	Serena	2014	Jennifer Lawrence	United States of America	Susanne Bier	Mark Cuban	Netflix	Pernille Bech Christensen	Christopher Kyle	Johan Söderqvist	Serena is a movie, of the genre <mask>.	Serena is a movie, released 2014, of the genre <mask>.
116797	The Imitation Game	2014	Keira Knightley	United States of America	Morten Tyldum	Nora Grossman	Fórum Hungary	William Goldenberg	Graham Moore	Alexandre Desplat	The Imitation Game is a movie, of the genre <mask>.	The Imitation Game is a movie, released 2014, of the genre <mask>.
116799	Inherent Vice	2014	Josh Brolin	United States of America	Paul Thomas Anderson	Paul Thomas Anderson	Warner Bros.	Leslie Jones	Paul Thomas Anderson	Jonny Greenwood	Inherent Vice is a movie, of the genre <mask>.	Inherent Vice is a movie, released 2014, of the genre <mask>.
1168	Bad Moon	1996	Mariel Hemingway	United States of America	Eric Red	James G. Robinson	Warner Bros.	Carroll Timothy O'Meara	Eric Red	Daniel Licht	Bad Moon is a movie, of the genre <mask>.	Bad Moon is a movie, released 1996, of the genre <mask>.
116811	The Devil-Ship Pirates	1964	Christopher Lee	United Kingdom	Don Sharp	Anthony Nelson Keys	Associated British Picture Corporation	James Needs	Jimmy Sangster	Gary Hughes	The Devil-Ship Pirates is a movie, of the genre <mask>.	The Devil-Ship Pirates is a movie, released 1964, of the genre <mask>.
116841	Rosewater	2014	Gael García Bernal	United States of America	Jon Stewart	Scott Rudin	Netflix	Jay Rabinowitz	Jon Stewart	Howard Shore	Rosewater is a movie, of the genre <mask>.	Rosewater is a movie, released 2014, of the genre <mask>.
116865	Street of Chance	1930	William Powell	United States of America	John Cromwell	David O. Selznick	Paramount Pictures	Otho Lovering	Lenore J. Coffee	John Leipold	Street of Chance is a movie, of the genre <mask>.	Street of Chance is a movie, released 1930, of the genre <mask>.
116867	Romance	1930	Greta Garbo	United States of America	Clarence Brown	Clarence Brown	Metro-Goldwyn-Mayer	Hugh Wynn	Bess Meredyth	William Axt	Romance is a movie, of the genre <mask>.	Romance is a movie, released 1930, of the genre <mask>.
116869	Illicit	1931	Barbara Stanwyck	United States of America	Archie Mayo	Darryl F. Zanuck	Warner Bros.	William Holmes	Robert Riskin	Louis Silvers	Illicit is a movie, of the genre <mask>.	Illicit is a movie, released 1931, of the genre <mask>.
116881	The Cabin in the Cotton	1932	Bette Davis	United States of America	Michael Curtiz	Jack Warner	Warner Bros.	George Amy	Paul Green	Leo F. Forbstein	The Cabin in the Cotton is a movie, of the genre <mask>.	The Cabin in the Cotton is a movie, released 1932, of the genre <mask>.
116885	The Man Who Played God	1932	Paul Panzer	United States of America	John G. Adolfi	Darryl F. Zanuck	Warner Bros.	William Holmes	Julien Josephson	Leo F. Forbstein	The Man Who Played God is a movie, of the genre <mask>.	The Man Who Played God is a movie, released 1932, of the genre <mask>.
116887	Exodus: Gods and Kings	2014	Christian Bale	Spain	Ridley Scott	Ridley Scott	Netflix	Billy Rich	Steven Zaillian	Alberto Iglesias	Exodus: Gods and Kings is a movie, of the genre <mask>.	Exodus: Gods and Kings is a movie, released 2014, of the genre <mask>.
116893	Trash	2014	Martin Sheen	United Kingdom	Stephen Daldry	Tim Bevan	Netflix	Elliot Graham	Richard Curtis	Antonio Pinto	Trash is a movie, of the genre <mask>.	Trash is a movie, released 2014, of the genre <mask>.
116943	Tesis sobre un homicidio	2013	Ricardo Darín	Argentina	Hernán Goldfrid	Gerardo Herrero	Walt Disney Studios Motion Pictures	Pablo Barbieri Carrera	Diego Paszkowski	Sergio Moure de Oteyza	Tesis sobre un homicidio is a movie, of the genre <mask>.	Tesis sobre un homicidio is a movie, released 2013, of the genre <mask>.
